"테이블명","테이블ID","컬럼명","컬럼ID","데이터타입","PK","FK","NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","구인인증번호","JO_AUTH_NO","VARCHAR2(20)","PK","PK","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","회사명","CORP_NM","VARCHAR2(100)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","사업자번호","BSNM_NO","CHAR(13)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","채용제목","RECRU_TITLE","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","임금형태원시","WAGE_TYPE_RAW","VARCHAR2(20)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","급여원시","SALARY_RAW","VARCHAR2(50)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","근무지역","WORK_REGION","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","근무형태원시","WORK_TYPE_RAW","VARCHAR2(50)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","최소학력","MIN_ACDMCR","VARCHAR2(20)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","최대학력","MAX_ACDMCR","VARCHAR2(20)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","경력원시","CAREER_RAW","VARCHAR2(100)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","등록일자원시","REG_DT_RAW","VARCHAR2(10)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","마감일자원시","CLOS_DT_RAW","VARCHAR2(50)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","정보제공처","INFO_PROVD_OFFIC","VARCHAR2(50)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","채용로봇URL","RECRU_ROBOT_URL","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","근무우편번호","WORK_ZIP","VARCHAR2(10)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","근무도로명주소","WORK_RDNMADR","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","근무기본주소","WORK_BASS_ADRES","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","근무상세주소","WORK_DETAIL_ADRES","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_목록","SRV_DT_WORKNET_MASTER","생성일자","CREATE_DT","CHAR(8)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","구인인증번호","JO_AUTH_NO","VARCHAR2(20)","PK, FK","PK, FK","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","회사명","CORP_NM","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","대표자명","MAIN_NM","VARCHAR2(100)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","근로자수","LABRR_CNT","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","자본금","CAP","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","연매출액","YEAR_SALES","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","업종명","BIZ_NM","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","주요사업내용","MAIN_BIZ_CONTENT","VARCHAR2(1000)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","회사주소","CORP_ADDR","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","회사홈페이지","CORP_HPAGE","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","회사규모원시","CORP_SZ_RAW","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","모집직종원시","RCRIT_JSSFC_RAW","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","구인제목","JO_TITLE","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","관련직종","REL_JSSFC","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","직무내용","DTY_CONTENT","VARCHAR2(1000)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","접수마감일","RCEPT_CLOS_DT","VARCHAR2(8)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","고용형태원시","EMPLYM_TYPE_RAW","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","모집인원원시","RCRIT_PSN_RAW","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","임금조건","WAGE_CND","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","경력조건","CAREER_CND","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","학력원시","ACDMCR_RAW","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","외국어","FGGG","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","전공","MAJOR","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","자격면허","QUALF_LCNS","VARCHAR2(2000)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","병력특례채용희망","MLTPWR_EXCPT_RECRU_HOPE","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","컴퓨터활용능력","CMPUTR_PRCUSE_ABLTY","VARCHAR2(1000)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","우대조건","PVLTRT_CND","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","기타우대조건","ETC_PVLTRT_CND","VARCHAR2(1000)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","채용방법","RECRU_MTH","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","접수방법","RCEPT_MTH","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","제출서류준비","SUBMIT_PAPERS_PRPARE","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","기타안내","ETC_GUIDANCE","VARCHAR2(4000)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","근무예정지","WORK_INTSPT","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","소속산업단지","PSITN_IRSTT","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","인근전철역","NEARBY_ECLW_STATION","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","근무시간","WORK_TIME","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","연금4대보험","ANNTY_FEINSR","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","퇴직금","RTRPAY","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","기타복리후생","ETC_WLFARE","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","장애인편의시설","DSPSN_CVNTL","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","채용부서","RECRU_DEPT","VARCHAR2(500)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","전화번호","TEL_NO","VARCHAR2(20)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","팩스번호","FAX_NO","VARCHAR2(20)","&nbsp;","&nbsp;","&nbsp;"
"워크넷_구인_상세","SRV_DT_WORKNET_DETAIL","생성일자","CREATE_DT","CHAR(8)","&nbsp;","&nbsp;","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","구인번호","JO_NO","CHAR(20)","PK","PK","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","회사명","CORP_NM","VARCHAR2(100)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","사업자번호","BSNM_NO","CHAR(13)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","산업분류","INDUST_CLASS","VARCHAR2(6)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","기업형태","ENTRPRS_TYPE","CHAR(2)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","회사규모","CORP_SZ","VARCHAR2(4)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","근로자수","LABRR_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","회사주소","CORP_ADDR","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","자본금","CAP","BIGINT","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","대표자명","MAIN_NM","VARCHAR2(60)","&nbsp;","&nbsp;","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","연매출액","YEAR_SALES","BIGINT","&nbsp;","&nbsp;","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","주요사업내용","MAIN_BIZ_CONTENT","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","회사홈페이지","CORP_HPAGE","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","채용명","RECRU_NM","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","경력","CAREER","CHAR(1)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","학력","ACDMCR","CHAR(2)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","임금형태","WAGE_TYPE","CHAR(1)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","급여","SALARY","BIGINT","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","근무형태","WORK_TYPE","CHAR(1)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","고용형태","EMPLYM_TYPE","VARCHAR2(2)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","모집직종","RCRIT_JSSFC","VARCHAR2(6)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","모집인원","RCRIT_PSN","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","등록일자","REG_DT","CHAR(8)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","마감일자","CLOS_DT","CHAR(8)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","구인인증번호","JO_AUTH_NO","VARCHAR2(20)","FK","FK","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","공고번호","PBLANC_NO","VARCHAR2(20)","FK","FK","&nbsp;"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","구인자료구분","JO_DATA_DIV","CHAR(1)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","구인자료키","JO_DATA_KEY","VARCHAR2(20)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","근무지역","WORK_REGION","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","근무주소","WORK_ADDR","VARCHAR2(200)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","시도코드","SIDO_CD","CHAR(2)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","시군구코드","SGG_CD","CHAR(3)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","읍면동코드","EMDONG_CD","CHAR(2)","&nbsp;","&nbsp;","NOT NULL"
"오늘의구인현황정제","SRV_DT_JOB_SM_REFINE","생성일자","CREATE_DT","CHAR(8)","&nbsp;","&nbsp;","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","등록일자","REG_DT","CHAR(8)","PK","PK","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","시도코드","SIDO_CD","CHAR(2)","PK","PK","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","시군구코드","SGG_CD","CHAR(3)","PK","PK","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","읍면동코드","EMDONG_CD","CHAR(2)","PK","PK","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","구인건수","JO_CNT","INTEGER","PK","PK","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","업체수","CORP_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"희망지역_구인_현황","SRV_DT_JOB_HOPE_AREA_SM","모집인원수","RCRIT_PSN_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","등록일자","REG_DT","CHAR(8)","PK","PK","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","시도코드","SIDO_CD","CHAR(2)","PK","PK","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","시군구코드","SGG_CD","CHAR(3)","PK","PK","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","읍면동코드","EMDONG_CD","CHAR(2)","PK","PK","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","기업형태","ENTRPRS_TYPE","CHAR(2)","PK","PK","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","구인건수","JO_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","업체수","CORP_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"기업형태_구인_현황","SRV_DT_JOB_ENTRPRS_TYPE_SM","모집인원수","RCRIT_PSN_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","등록일자","REG_DT","CHAR(8)","PK","PK","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","시도코드","SIDO_CD","CHAR(2)","PK","PK","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","시군구코드","SGG_CD","CHAR(3)","PK","PK","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","읍면동코드","EMDONG_CD","CHAR(2)","PK","PK","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","회사규모","CORP_SZ","VARCHAR2(4)","PK","PK","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","구인건수","JO_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","업체수","CORP_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"회사규모_구인_현황","SRV_DT_JOB_CORP_SZ_SM","모집인원수","RCRIT_PSN_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","등록일자","REG_DT","CHAR(8)","PK","PK","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","시도코드","SIDO_CD","CHAR(2)","PK","PK","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","시군구코드","SGG_CD","CHAR(3)","PK","PK","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","읍면동코드","EMDONG_CD","CHAR(2)","PK","PK","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","산업분류","INDUST_CLASS","VARCHAR2(6)","PK","PK","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","구인건수","JO_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","업체수","CORP_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"산업분류_구인_현황","SRV_DT_JOB_INDUST_CLASS_SM","모집인원수","RCRIT_PSN_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","등록일자","REG_DT","CHAR(8)","PK","PK","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","시도코드","SIDO_CD","CHAR(2)","PK","PK","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","시군구코드","SGG_CD","CHAR(3)","PK","PK","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","읍면동코드","EMDONG_CD","CHAR(2)","PK","PK","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","직종분류","JSSFC_CLASS","VARCHAR2(6)","PK","PK","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","구인건수","JO_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
"직종분류_구인_현황","SRV_DT_JOB_JSSFC_SM","업체수","CORP_CNT","INTEGER","&nbsp;","&nbsp;","NOT NULL"
